org_name,org_uuid,founder_linkedin_url
ANGLR,7af8e4d7-5609-b3b7-db14-12d79474ea47,https://www.linkedin.com/in/landon-bloomer-6931b446/
ANKA,7c9e6d25-8cf0-80a5-dfd6-d1a21337534d,https://www.linkedin.com/in/luc-b-perussault-diallo-99525519/
ANKA,7c9e6d25-8cf0-80a5-dfd6-d1a21337534d,https://www.linkedin.com/in/abdoul-kadry-diallo-a7295b73
ANKA,7c9e6d25-8cf0-80a5-dfd6-d1a21337534d,https://www.linkedin.com/in/moulaye-taboure-78280041
AOMS Technologies,d88a987e-21dd-7c24-5023-f28057dbf776,https://www.linkedin.com/in/amirazhari
AOMS Technologies,d88a987e-21dd-7c24-5023-f28057dbf776,https://www.linkedin.com/in/richardtyliang/
AOMS Technologies,d88a987e-21dd-7c24-5023-f28057dbf776,https://www.linkedin.com/in/hamidalem/
APICloud,d08c75d5-590b-d7a3-c72c-30f4bc3ddd69,https://www.linkedin.com/in/abdullahjubayer
ARAYA,7e5c11f6-9cff-40a7-8b0f-47afbd63e629,https://www.linkedin.com/in/ryota-kanai-3585979/
ARTH Design Build,488c09ed-7a03-4918-bf3b-834d62158a43,https://www.linkedin.com/in/kailashchandola/
ARTH Design Build,488c09ed-7a03-4918-bf3b-834d62158a43,https://www.linkedin.com/in/arth-design
ASENSEI,4e72ee6b-3632-4032-b070-ab706f5ec63d,https://www.linkedin.com/in/rossarnott/
ASTERRA,fdbe3a5d-f5ac-43ba-0630-61f3e72d5ef7,https://www.linkedin.com/in/lauren-guy-9bb55351/
ATOMIZED,1767aa26-896e-5a1b-9f67-791f33533b63,https://www.linkedin.com/in/chrisgomersall
ATXA Therapeutics,9f5efda2-8f1f-4f24-b1da-0328be79be33,https://www.linkedin.com/in/therese-kinsella-7b044577/
AVA,a1c2a875-4756-2bcc-adbc-ce9986987dab,https://www.linkedin.com/in/astojanovic
AVA,a1c2a875-4756-2bcc-adbc-ce9986987dab,https://www.linkedin.com/in/saschaknopp/
AYLIEN,261791ff-c31a-a5fc-06a2-5ba21071b95a,http://www.linkedin.com/pub/parsa-ghaffari/24/a/a73
AYR,ece02ffc-ab5b-fbb2-825b-ae32a0c9a940,https://www.linkedin.com/in/maggie-winter-b1850a6
Aahaa stores,39584c47-d36b-2e0d-ddfa-aaa2b8d32013,https://www.linkedin.com/in/asokan-sattanathan-2871054
Abartys Health,617ae6f2-9d1d-4ef9-b9ec-c6bcab131d53,https://www.linkedin.com/in/dolmarie-mendez-dolmariemendez/
Ably Medical,13dac35e-bc97-e2b3-b708-91220d1e5d14,https://www.linkedin.com/in/bjorkli/
Ably Medical,13dac35e-bc97-e2b3-b708-91220d1e5d14,https://www.linkedin.com/in/arve-voldsund-891b7a3
Ably Medical,13dac35e-bc97-e2b3-b708-91220d1e5d14,https://www.linkedin.com/in/kjell-are-furnes-a16b921
Ably Medical,13dac35e-bc97-e2b3-b708-91220d1e5d14,https://www.linkedin.com/in/j%C3%B8rn-refsn%C3%A6s-2b8b6712
Abom,9e9488ee-9650-8adc-d3cf-a099db905d3c,https://www.linkedin.com/in/howardrussell/
Abom,9e9488ee-9650-8adc-d3cf-a099db905d3c,https://www.linkedin.com/in/jack-cornelius-8bb39b7/
Abound,070b09e6-c0c3-2c73-298b-52a46c9db352,https://www.linkedin.com/in/labasky
Abound,070b09e6-c0c3-2c73-298b-52a46c9db352,https://www.linkedin.com/in/alexcram
Abound,070b09e6-c0c3-2c73-298b-52a46c9db352,https://www.linkedin.com/in/trentbigelow
Abram Scientific,b5a7a759-711d-4b8d-9636-12fdf072a54f,https://www.linkedin.com/in/abhishek-ramkumar-1650814
Abreos Biosciences,68161802-29a7-49d9-895e-5b5c469eb4e6,https://www.linkedin.com/in/peterhaberz
Academy Xi,50c7cf09-4572-36a6-0d53-dd9e9b3296de,https://www.linkedin.com/in/benjaminjameswong
Academy Xi,50c7cf09-4572-36a6-0d53-dd9e9b3296de,https://www.linkedin.com/in/charbel
Accelerate Learning,96fb9d48-ae33-116b-6b1c-3a02934266c4,https://www.linkedin.com/in/jarrett-reid-whitaker-phd-a155413a
Access HealthNet,c77457bb-a137-411a-84d4-6b51e6864722,https://www.linkedin.com/in/eric-haberichter-23138516
Accomplice,dff2e040-e10a-518a-2042-a37497ff2ec9,http://www.linkedin.com/in/idanbenaim1
Acconeer,5209ae45-0b09-8598-2e03-8d165eb31783,https://www.linkedin.com/in/mikael-egard-a51b1321?authType=name&authToken=Dtr1&trk=prof-sb-browse_map-name
Acconeer,5209ae45-0b09-8598-2e03-8d165eb31783,https://www.linkedin.com/in/mats-%C3%A4rlelid-89260439?authType=name&authToken=dBhA&trk=prof-sb-browse_map-name
Accufix,6c6907ef-5f1d-40c1-9076-02f31bdc7c8f,https://www.linkedin.com/in/glenn-c-vitale-dpm-facfas-a9b8461b
Accushield,60a3b2ff-f808-3ba3-96ab-bf938d313518,https://www.linkedin.com/in/charles-mann-354b935/
Accushield,60a3b2ff-f808-3ba3-96ab-bf938d313518,https://www.linkedin.com/in/allen-barnes-9a831172/
Ace Turtle,d2644ecf-b9cf-b886-5f29-50011dd1d4a8,https://www.linkedin.com/in/berrysingh/
Ace Turtle,d2644ecf-b9cf-b886-5f29-50011dd1d4a8,https://www.linkedin.com/in/nitin-chhabra-5496007/
Acera Surgical,304cec87-9db1-dc37-9319-3f3b7ebbf33b,https://www.linkedin.com/in/matthew-macewan-4229b941/
Ackcio,2212f0b7-035c-453f-368d-bda48231c948,https://www.linkedin.com/in/mdmobashir/
Ackcio,2212f0b7-035c-453f-368d-bda48231c948,https://www.linkedin.com/in/nimanthab
Acorus Networks,259b3186-5293-f576-8276-24178d5d83fb,https://www.linkedin.com/in/rmaunier
Acquire Real Estate,575fdaa0-6729-a944-1ca1-6ee9159c8764,https://www.linkedin.com/in/daniel-katz-a14794
ActLight,b79ad9aa-d8f3-0aef-1744-07b375904988,https://www.linkedin.com/in/serguei-okhonin-4b96102
Actasys,95f47e9d-00ab-15b5-3ad4-f05125928730,https://www.linkedin.com/in/michael-amitay-a42aba65/
Actionfigure,f2bac667-76fc-bd48-d1dd-8ea5d628ed56,http://www.linkedin.com/in/ryankcroft
Actionfigure,f2bac667-76fc-bd48-d1dd-8ea5d628ed56,http://www.linkedin.com/in/caywood
Actium Liquidity Partners,d361c9c9-6e19-4678-8849-0d7d64235f2e,https://www.linkedin.com/in/kin-yu-8719591/
Actium Liquidity Partners,d361c9c9-6e19-4678-8849-0d7d64235f2e,https://www.linkedin.com/in/athan-tolis-077392175/?originalSubdomain=uk
Activate Care,76ceb632-3f27-6291-9b18-b7ea9764156a,https://www.linkedin.com/in/quinnted
AcuraStem,90ec322c-7054-4e83-97ce-9c9f2c69d234,https://www.linkedin.com/in/justin-ichida-419b5545/
AcuraStem,90ec322c-7054-4e83-97ce-9c9f2c69d234,https://www.linkedin.com/in/qingliunew
AdAdapted,9480ff48-ab83-1529-9cf3-0eef69712475,https://www.linkedin.com/in/mollymmcfarland/
AdCritter,5328475d-d4fb-181c-c840-99fe81bf2353,https://www.linkedin.com/in/gabriel-smith-935ab914/
AdCritter,5328475d-d4fb-181c-c840-99fe81bf2353,https://www.linkedin.com/in/busby
AdMobius,0b692a49-3dbc-79ca-8779-44b2b5a8b5d9,https://www.linkedin.com/in/dangrig
AdQuick,28fa2b3b-ee5b-8348-b04c-eeb0f7166364,https://www.linkedin.com/in/mmorrisonoconnor/
AdQuick,28fa2b3b-ee5b-8348-b04c-eeb0f7166364,https://www.linkedin.com/in/vic-ramon-4326a77/
AdQuick,28fa2b3b-ee5b-8348-b04c-eeb0f7166364,https://www.linkedin.com/in/connor-burden-589238b2/
AdScanner,cab0273f-11d2-47df-a42b-739c3a61c001,https://www.linkedin.com/in/kristian-curkovic-16a65316/
AdYapper,f8080037-b1a9-b17d-9084-a567f8dcd5de,http://www.linkedin.com/in/kalpatel1
AdYapper,f8080037-b1a9-b17d-9084-a567f8dcd5de,http://www.linkedin.com/in/wietecha
AdYapper,f8080037-b1a9-b17d-9084-a567f8dcd5de,http://www.linkedin.com/in/elliotehirsch
Adaptiiv,9858128a-fe19-4316-8553-d40c9675b144,https://www.linkedin.com/in/james-robar-6b165a3
Adapttech,330fab83-c71d-406a-9409-80e724b5d706,https://www.linkedin.com/in/fredericocarpinteiro/
Adapttech,330fab83-c71d-406a-9409-80e724b5d706,https://www.linkedin.com/in/mariosaenzespinoza/
Adcade,03f1bb1f-16c0-8ec4-9e22-322db5b2868b,http://www.linkedin.com/in/robprentice
Adcade,03f1bb1f-16c0-8ec4-9e22-322db5b2868b,http://www.linkedin.com/in/robcromer
Adcade,03f1bb1f-16c0-8ec4-9e22-322db5b2868b,http://www.linkedin.com/in/buzzwiggins
Add Asparna,143ddf63-5d54-7c90-9021-d27dbd35dfb9,http://www.linkedin.com/in/etamar
AddShoppers,8adc0255-fdd0-ca37-82fb-2a9817a646d5,http://www.linkedin.com/in/thejonwest
Addiction Campuses of America,35b5477f-98bd-61e8-91ec-7b1467c69f36,https://www.linkedin.com/in/jasontbrooks
Adfenix,0646d6a7-1b66-55ac-892d-f67c37c891bd,https://www.linkedin.com/in/gabrielkamienny/
Adfenix,0646d6a7-1b66-55ac-892d-f67c37c891bd,https://www.linkedin.com/in/andr%C3%A9-hegge-28a05728/?originalSubdomain=se
Adionics,095083ea-1f57-4d9f-8c26-14797c1cd94a,https://www.linkedin.com/in/guillaume-de-souza-b805213/
Aditazz,346a69de-13d9-c4f9-6681-dc5c00730f41,https://www.linkedin.com/in/deepakaatresh
Admedo,2900fb56-57a4-3baf-6553-5360f559051c,https://www.linkedin.com/in/laura-bowen-0100ab30/
Admedo,2900fb56-57a4-3baf-6553-5360f559051c,https://www.linkedin.com/in/nickmoutter/
Admiral,874dfd40-90b8-2424-1ad9-6415a2408630,https://www.linkedin.com/in/jameshartig/
Admiral,874dfd40-90b8-2424-1ad9-6415a2408630,https://www.linkedin.com/in/nathan-hagen-256ba749/
Admittance Technologies,67e7bf1c-6508-2337-098b-e7a08c77255a,https://www.linkedin.com/in/marc-d-feldman-a43b401a/
Admo.tv,3ef9a377-a7ba-d070-2aed-b11b423aa485,https://www.linkedin.com/in/baptistebrunin/
Admo.tv,3ef9a377-a7ba-d070-2aed-b11b423aa485,https://www.linkedin.com/in/nicolas-de-bussch%C3%A8re-3ab08617/
Admo.tv,3ef9a377-a7ba-d070-2aed-b11b423aa485,https://www.linkedin.com/in/pierrefigeat/
Adsmurai,345e369a-395d-0289-a32d-c74d27ed1cc6,https://www.linkedin.com/in/marcelena/
Adsmurai,345e369a-395d-0289-a32d-c74d27ed1cc6,https://www.linkedin.com/in/juanantoniorobles/
Adsquare,37ae9f7f-dd82-28d5-55a4-329495b3e4ef,https://www.linkedin.com/in/fritzrichter/
Adsquare,37ae9f7f-dd82-28d5-55a4-329495b3e4ef,https://www.linkedin.com/in/sebastian-doerfel-65029b6/
Adsquare,37ae9f7f-dd82-28d5-55a4-329495b3e4ef,https://www.linkedin.com/in/tom-laband-75a08626/
Adtile Technologies Inc.,aa3c6e28-83e1-8ffb-e7ca-6aa7887b961a,https://www.linkedin.com/in/nilsforsblom/
Adtriba,b0590198-60a7-28c5-ec28-6d94d231cbba,https://www.linkedin.com/in/ludwigostrowski/
Adtriba,b0590198-60a7-28c5-ec28-6d94d231cbba,https://www.linkedin.com/in/jmoldvay/
AdvancedCPR Solutions,13aa92a3-58a9-4da3-ba21-81179f0cbedf,https://www.linkedin.com/in/phil-faris-07166
Advantage Club,9526af00-de58-9c27-f008-4a08ce7c4fc4,https://www.linkedin.com/in/smitibhattdeorah
Advantage Club,9526af00-de58-9c27-f008-4a08ce7c4fc4,https://www.linkedin.com/in/sourabh-deorah-a4912b1a
Adventr,92a1bd21-3c16-564c-a6c0-b9a14b2fd463,http://www.linkedin.com/in/ryanaviles
AdviceRobo,d880a598-0eba-4b24-895c-6be7c3cd8c92,https://www.linkedin.com/in/rosali-steenkamer-a46537
AdviceRobo,d880a598-0eba-4b24-895c-6be7c3cd8c92,https://www.linkedin.com/in/diederick-van-thiel-a4710b5
Advizeo,0d058915-ce41-4d98-96d9-f1027fed47ef,https://www.linkedin.com/in/pierre-eric-o-61760090/
Advocado,10c7cd29-ecdd-32f4-ee7e-31b061419384,https://www.linkedin.com/in/maximilian-block/
Advocado,10c7cd29-ecdd-32f4-ee7e-31b061419384,https://www.linkedin.com/in/jacobsass/
Advonex International,8713a9d1-0252-0b3c-4c07-41953ad1c8c4,https://www.linkedin.com/in/chadjoshi
Advotics,5fee73a8-cc28-4060-b903-3b59f5f73598,https://www.linkedin.com/in/hendi-chandi-4848a81
Advotics,5fee73a8-cc28-4060-b903-3b59f5f73598,https://www.linkedin.com/in/boris-sanjaya-63250ab
Adzooma,18d2b97e-f97f-4ba6-8d3d-1fb6b2a675bf,https://www.linkedin.com/in/robert-wass-adzooma
Adzooma,18d2b97e-f97f-4ba6-8d3d-1fb6b2a675bf,https://www.linkedin.com/in/david-sharpe-56b095104
Aegro,57469792-7c91-9243-934e-892bad1e6ec5,https://www.linkedin.com/in/thomas-rodrigues-42a80813
Aegro,57469792-7c91-9243-934e-892bad1e6ec5,https://www.linkedin.com/in/paulo-silvestrin-04775b22
Aerial,74ca0f2d-8396-2fed-5056-a40a451f6a80,https://www.linkedin.com/in/francoismorel/
Aerial,74ca0f2d-8396-2fed-5056-a40a451f6a80,https://www.linkedin.com/in/davidgrant/
Aescuvest,3d891534-a1cb-4afe-9b25-b6a3695f6291,https://www.linkedin.com/in/patrickpfeffer/
Affise,3c095ec9-ccdb-ad13-5e2f-2427b957ab64,https://www.linkedin.com/in/stanislaulitvinau
Affise,3c095ec9-ccdb-ad13-5e2f-2427b957ab64,https://www.linkedin.com/in/dmitrii-zotov
Africa Healthcare Network,8b2727f5-85b9-e2cf-5459-1d8219b6729b,https://www.linkedin.com/in/nikhil-pereira-kamath-41ba6513/
Africa Healthcare Network,8b2727f5-85b9-e2cf-5459-1d8219b6729b,https://www.linkedin.com/in/lloyd-vincent-18a9a89
Africa's Talking,0b591687-fad2-c746-bf90-933e05b64eee,https://www.linkedin.com/in/samuel-gikandi-6246aa14/
Africa's Talking,0b591687-fad2-c746-bf90-933e05b64eee,https://www.linkedin.com/in/eston-kimani
African Clean Energy,1135fdd6-2387-baa6-f3b4-28ec415df0d7,https://www.linkedin.com/in/stephen-walker-852b5130
African Clean Energy,1135fdd6-2387-baa6-f3b4-28ec415df0d7,https://www.linkedin.com/in/ruben-walker-326a58
AgShift,0008f4ac-be62-b6e6-0122-f0c2da7fd1eb,https://www.linkedin.com/in/mikujha/
Agathos,769d1719-a793-a660-2401-927e964b09c0,https://www.linkedin.com/in/steve-waye-84522814/
Agathos,769d1719-a793-a660-2401-927e964b09c0,https://www.linkedin.com/in/andrew-trees-53985b6/
Agbotic,0287823d-5de7-40f9-bc0e-2411499b5dac,https://www.linkedin.com/in/gausjohn/
AgendaPro,635c9730-d39f-95e1-7738-3f47fb626baf,https://www.linkedin.com/in/nicolas-rossi-brotfeld
Agendrix,f0cbe92a-2b59-fd19-5456-d258d7b93acc,https://www.linkedin.com/in/andre-gauthier
Agendrix,f0cbe92a-2b59-fd19-5456-d258d7b93acc,https://www.linkedin.com/in/mathieuallaire
Aggamin Biologics,5e7e00ce-8118-9bf4-76e0-deb2441a6d7a,https://www.linkedin.com/in/paul-kussie-6522b6175
Agile Stacks,14328f4f-6d2d-a942-7f3b-f3623abf3cee,https://www.linkedin.com/in/mameshin/
Aglaris Ltd,2c375c47-b941-df4a-ca38-a714489340fa,https://www.linkedin.com/in/miquel-costa-ferrando-15a9422b
Aglaris Ltd,2c375c47-b941-df4a-ca38-a714489340fa,https://www.linkedin.com/in/davidhorna
Agnetix,34fc28a0-25be-4420-8c54-058aa0a01307,https://www.linkedin.com/in/ihor-lys-7ab9a
Agnetix,34fc28a0-25be-4420-8c54-058aa0a01307,https://www.linkedin.com/in/nicholas-maderas-6b2087101
Agora Awards,d6b6ae97-050a-4656-8bde-e6afdeaae9c1,https://www.linkedin.com/in/octavi-royo-70a301b9/
Agrint,7e51aa8d-4fb8-7c23-6804-75d55d69641b,https://www.linkedin.com/in/yehonatan-ben-hamozeg-55425237
Ai Build,85cb9e80-5309-63c6-9585-0ca9d0f84e78,https://www.linkedin.com/in/michail-desyllas-17785730/
Ai Build,85cb9e80-5309-63c6-9585-0ca9d0f84e78,https://www.linkedin.com/in/daghan-cam-11490629
Aibidia,cd270f48-8fef-48cf-bbf8-95383335f0f0,https://www.linkedin.com/in/hannutapanileppanen/
Aibono,7b5bf294-1b37-74fb-b113-7a031fe29385,https://www.linkedin.com/in/rajkumarvivek
Aila Technologies,0b6e87e5-ff55-2860-08db-6005c9df0007,https://www.linkedin.com/in/matthew-kowalczyk-a052a7
Aila Technologies,0b6e87e5-ff55-2860-08db-6005c9df0007,https://www.linkedin.com/in/jasongulbinas
AimBrain,4d6e8bc9-259b-4d9e-d92d-7493a6524f3f,https://www.linkedin.com/in/andrius-sutas/
AimBrain,4d6e8bc9-259b-4d9e-d92d-7493a6524f3f,https://www.linkedin.com/in/alesisnovik
Aimsio,b8d7fd82-ba64-463c-3692-ce6b8254628e,https://www.linkedin.com/in/ash-esmaeili
Aimsio,b8d7fd82-ba64-463c-3692-ce6b8254628e,https://www.linkedin.com/in/abbas-sarraf-phd-1b100146
Aimsio,b8d7fd82-ba64-463c-3692-ce6b8254628e,https://www.linkedin.com/in/hamidbaghi/
Airbanq,f3eae157-0e82-dfaa-de86-5d563af7269f,https://www.linkedin.com/in/chris-boas-b96387/
Airborne Media Group,988832b5-171b-2395-90e0-6d61b0745174,https://www.linkedin.com/in/justin-ginn-62ba29115
Airdog,e8772824-d8d5-7636-0bd5-40b76511213b,http://lv.linkedin.com/pub/agris-kipurs/34/151/682/en
Airfi Networks,03cbb872-f7be-acf9-aac3-84cc6299afa5,https://www.linkedin.com/in/david-fowler-36a8853
Airfi Networks,03cbb872-f7be-acf9-aac3-84cc6299afa5,https://www.linkedin.com/in/iancmpbll
Airity Technologies,c79ff710-d08c-4cb1-8369-bfaafa422736,https://www.linkedin.com/in/luke-raymond-27019a51
Airity Technologies,c79ff710-d08c-4cb1-8369-bfaafa422736,https://www.linkedin.com/in/johan-andreasson-a3871811
Airtame,0285fc52-86a8-3f29-c9a7-51e16ce75d64,http://www.linkedin.com/in/jonasgyalokay
Airtame,0285fc52-86a8-3f29-c9a7-51e16ce75d64,https://www.linkedin.com/in/attilasukosd
Airtame,0285fc52-86a8-3f29-c9a7-51e16ce75d64,http://dk.linkedin.com/in/mariusklausen
Airtame,0285fc52-86a8-3f29-c9a7-51e16ce75d64,http://linkedin.com/in/briankyed
Aitonomi TeleRetail: Automation & Electrification,8e594217-119d-0bbe-c5db-b0bef0b78e5c,https://www.linkedin.com/in/torstenscholl
Aitonomi TeleRetail: Automation & Electrification,8e594217-119d-0bbe-c5db-b0bef0b78e5c,http://www.linkedin.com/in/xeniascholl
Ajar,d8702503-9503-9230-1dbc-f2be8c67f338,https://www.linkedin.com/in/shaheens
AjnaLens,8702661a-91ef-48cb-a9bf-8eb3b8ff9b6b,https://www.linkedin.com/in/abhishek-tomar-567219109
AjnaLens,8702661a-91ef-48cb-a9bf-8eb3b8ff9b6b,https://www.linkedin.com/in/pankajrautofficial/
AjnaLens,8702661a-91ef-48cb-a9bf-8eb3b8ff9b6b,https://www.linkedin.com/in/abhijitpatiliitb/
Aker Technologies,1c74544e-4bb1-b2b9-bb8a-1bd76b323513,https://www.linkedin.com/in/osaez
Akoonu,da2ec60d-5c0f-6881-c7b6-661fbcf27e68,https://www.linkedin.com/in/jefffreund/
Akseleran,3de041ea-77ab-4a7b-a49a-87a61c53eb34,https://www.linkedin.com/in/ivan-nikolas-tambunan-9b135839/
Akseleran,3de041ea-77ab-4a7b-a49a-87a61c53eb34,https://www.linkedin.com/in/rasselpratomo/
Alaia Capital,b2dffabd-f4ee-4429-b16e-252789ad75be,https://www.linkedin.com/in/paul-koo-698b3693
Alaia Capital,b2dffabd-f4ee-4429-b16e-252789ad75be,https://www.linkedin.com/in/oscar-loynaz-01b6b22
Albacross,189660f6-3ec8-b307-bf30-a75766786962,https://www.linkedin.com/in/victorekelund
Albacross,189660f6-3ec8-b307-bf30-a75766786962,https://www.linkedin.com/in/jakub-grzesiak/
Albam,327260ff-11a4-ce99-6bff-01014181ec6a,https://www.linkedin.com/in/jinyong-kim-44261a90
Albeado,fd9e6bbf-3e0b-e386-2564-fa4892669b02,https://www.linkedin.com/in/atulprakashagarwal
Albert,2dcbab1a-ff71-4bc3-de42-1115c639c66b,https://www.linkedin.com/in/arta-mandegari-2502a719/
Albert,2dcbab1a-ff71-4bc3-de42-1115c639c66b,https://www.linkedin.com/in/salmaneskandari/
Aldatu Biosciences,5b27eee9-5bdb-47c1-00b9-348b9f667230,https://www.linkedin.com/in/iain-j-macleod-a1311849
Aldatu Biosciences,5b27eee9-5bdb-47c1-00b9-348b9f667230,https://www.linkedin.com/in/davidraiser/
AlephCloud Systems,be301e38-15b4-808a-9587-2ad3522aa121,https://www.linkedin.com/in/roypeterdsouza
AlesiaTec,c805f2c3-d1ae-4cef-bd30-b364933db614,https://www.linkedin.com/in/manuel-ramirez-triana
Aliro,1b7342e2-4e43-4346-820e-d44b9bc4a329,https://www.linkedin.com/in/robertarchibald
Alkanza,9f7fd4e8-2a2b-445d-1d4d-658ec7abe6fa,https://www.linkedin.com/in/juanbecerra-alkanza/
Alkanza,9f7fd4e8-2a2b-445d-1d4d-658ec7abe6fa,https://www.linkedin.com/in/andresvillaquiran
