org_uuid,org_name,domain,status,founded_on,category_list,category_groups_list,country_code,city,short_description
916693b6-1588-fdb6-26d3-99abbae3cce6,Acorns,acorns.com,operating,2/29/12,"Finance,Financial Services,FinTech,Wealth Management",Financial Services,USA,Irvine,Acorns is a finance company that allows individuals to round up purchases and automatically invest the change.
2de58174-7aa2-dcf3-4af3-89f9d0f8eec6,ACV,acvauctions.com,ipo,1/1/14,"Apps,Automotive,Marketplace,Mobile Apps","Apps,Commerce and Shopping,Mobile,Software,Transportation",USA,Buffalo,ACV is a full-service dealer marketplace that runs online automotive auctions.
3e8ddad8-d168-3a24-ae9c-1ab0412a8f0e,Ada,ada.cx,operating,1/1/16,"Artificial Intelligence,Intelligent Systems,Machine Learning,SaaS,Software","Artificial Intelligence,Data and Analytics,Science and Engineering,Software",CAN,Toronto,Ada is an automated customer experience company that provides chat bots used in customer support.
b81cef58-e3ef-6c7a-55f8-1c30ddfc7697,Ada Health,ada.com,operating,1/1/11,"Apps,Artificial Intelligence,Health Care,Medical,mHealth","Apps,Artificial Intelligence,Data and Analytics,Health Care,Mobile,Science and Engineering,Software",DEU,Berlin,Ada Health is a digital health company that helps to diagnose symptoms and offer treatment advice using an AI-enabled platform.
87c8abaf-8337-9d4c-17cc-007bcb08de15,Adagene,adagene.com,ipo,1/1/11,"Biotechnology,Medical,Therapeutics","Biotechnology,Health Care,Science and Engineering",CHN,Suzhou,Adagene is a clinical-stage biotech company that specializes in developing immuno-oncology antibodies.
0eeff0e7-72d5-4b4a-ac66-bb8e94f9d4b5,Addi,co.addi.com,operating,1/1/18,"Finance,Financial Services,FinTech",Financial Services,COL,Bogotá,Addi is a technology company that provides credit and banking solutions.
a9c99b38-cdb6-097a-01c1-8797ec7050a2,Adjust,adjust.com,acquired,1/1/12,"Analytics,App Marketing,Apps,Marketing Automation,Software","Apps,Data and Analytics,Sales and Marketing,Software",DEU,Berlin,"Adjust is an analytics platform that helps marketers grow their mobile apps with with tools that measure, automate and protect user data."
e1c023c2-bfda-44ae-b401-0b3caa4aff43,Adrestia Therapeutics,adrestia.com,operating,1/1/17,Biotechnology,"Biotechnology,Science and Engineering",GBR,Babraham,"Adrestia is developing therapeutics that work in an entirely new way – restoring the biological balance in damaged, diseased or dying cells"
015887d8-1cd1-4c94-0941-ad27ce721e8b,AdTheorent,adtheorent.com,ipo,1/1/11,"Ad Network,Advertising,Artificial Intelligence,Machine Learning,SaaS","Advertising,Artificial Intelligence,Data and Analytics,Sales and Marketing,Science and Engineering,Software",USA,New York,"AdTheorent’s is a machine learning technology powers predictive targeting, predictive creative, and self-learning insights."
56080191-2938-9e5c-e70f-74bcb4c4f84e,Adverity,adverity.com,operating,1/1/15,"Advertising,Analytics,Artificial Intelligence,Big Data,Data Visualization,Marketing,SaaS","Advertising,Artificial Intelligence,Data and Analytics,Design,Information Technology,Sales and Marketing,Science and Engineering,Software",AUT,Vienna,"Adverity provides an intelligent data integration and analytics platform for marketing, sales, and e-commerce teams."
c37e637a-bcdd-8c95-b0f1-08c92a6ef024,Aerin Medical,aerinmedical.com,operating,1/1/11,"Biotechnology,Health Care,Medical Device","Biotechnology,Health Care,Science and Engineering",USA,Sunnyvale,Aerin Medical is a health technology company that develops therapeutic devices to improve nasal breathing.
aef45b98-df97-576d-06e7-ccd439be5f8e,Aetion,aetion.com,operating,1/1/13,"Analytics,Health Care,Software","Data and Analytics,Health Care,Software",USA,New York,Aetion provides real-world evidence (RWE) and outcomes-based analytics solutions to life science companies and payers.
43148b6b-e00b-5339-ca65-971b1228c0b1,Aeva,aeva.ai,ipo,1/1/17,"Automotive,Autonomous Vehicles,Computer Vision,Navigation,Sensor","Hardware,Navigation and Mapping,Software,Transportation",USA,Mountain View,Aeva develops a sensing and perception paradigm for autonomous machines.
45ea769b-96ac-225a-623c-4ce674f7a589,AEye,aeye.ai,ipo,2/19/13,"Artificial Intelligence,Autonomous Vehicles,Computer Vision,Machine Learning,Robotics","Artificial Intelligence,Data and Analytics,Hardware,Science and Engineering,Software,Transportation",USA,Dublin,"AEye develops AI-powered LiDAR systems for vehicle autonomy, advanced driver assistance systems, and robotic vision applications."
039b0a20-89a2-4411-9d55-63c01b444708,"Affera, Inc.",affera.com,acquired,1/1/15,Health Care,Health Care,USA,Watertown,Affera is a medical technology company dedicated to developing innovative solutions for the treatment of cardiac arrhythmia.
5d39e858-d846-4b9e-8e5a-944051f34581,Affini-T Therapeutics,affinittx.com,operating,1/1/21,"Biotechnology,Health Care,Therapeutics","Biotechnology,Health Care,Science and Engineering",USA,Watertown,Affini-T Therapeutics is a biotechnology company developing T-cell therapies for patients suffering from cancer.
1e9d4748-ecaa-be78-8686-7e39fb3485a3,Affinivax,affinivax.com,acquired,6/1/14,"Biotechnology,Health Care,Medical,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",USA,Cambridge,Affinivax is a biopharmaceutical company developing vaccines that target infectious diseases.
a88ad535-ebd4-02ab-3f45-8902997d4437,Affirm,affirm.com,ipo,1/1/12,"Financial Services,FinTech,Lending,Payments","Financial Services,Payments",USA,San Francisco,Affirm is a financial technology services company that offers installment loans to consumers at the point of sale.
73dcd501-3e89-471b-9c34-b7a77ecabb1f,Afterpay,afterpay.com,acquired,1/1/14,"E-Commerce,FinTech,Payments,Retail Technology","Commerce and Shopping,Financial Services,Hardware,Payments,Software",AUS,Melbourne,Afterpay allows shoppers to receive products immediately and pay in four simple installments over a short period of time.
20885962-6777-4fd3-a4bc-c39e36e658da,Agile Robots AG,agile-robots.com,operating,1/1/18,"Artificial Intelligence,Industrial Automation,Robotics","Artificial Intelligence,Data and Analytics,Hardware,Manufacturing,Science and Engineering,Software",DEU,Gilching,Agile Robots is an intelligent robot system development and application service provider.
d3280aba-4b61-6e7d-655d-0988cc3bbd40,Agility Robotics,agilityrobotics.com,operating,1/1/15,"Industrial Engineering,Mechanical Engineering,Robotics","Hardware,Manufacturing,Science and Engineering,Software",USA,Albany,"Agility Robotics builds highly efficient, agile, and robust legged platforms for real world applications."
c5fda600-96e3-3a3d-4e1a-112e994a5f9b,Agora.io,agora.io,ipo,1/1/12,"Developer APIs,Developer Tools,PaaS,Real Time","Other,Software",USA,Santa Clara,"Agora.io enables developers to add HD interactive broadcast, voice, and video calls into mobile and web apps through SDK."
33885a3e-b133-4557-a1cc-64e2d5e2ead3,Aibee,aibee.com,operating,11/1/17,"Artificial Intelligence,Big Data,Natural Language Processing,Robotics,Speech Recognition","Artificial Intelligence,Data and Analytics,Hardware,Science and Engineering,Software",CHN,Beijing,"Aibee is an AI startup that develops speech recognition, big data analysis, and natural language processing technologies."
c50a4b0c-8c71-4249-6ed7-4a376f2c1831,Aidoc,aidoc.com,operating,2/1/16,"Artificial Intelligence,Health Care,Machine Learning,Medical Device","Artificial Intelligence,Data and Analytics,Health Care,Science and Engineering,Software",ISR,Tel Aviv,Aidoc specializes in developing artificial intelligence tools for radiologists and multidisciplinary response teams.
dd1036ba-1dad-1b64-fe2f-c3b1b05c1383,Aimmune Therapeutics,aimmune.com,acquired,1/1/11,"Biotechnology,Health Care,Pharmaceutical,Therapeutics","Biotechnology,Health Care,Science and Engineering",USA,Brisbane,Aimmune Therapeutics is a clinical-stage biopharmaceutical company that improves the lives of people with food allergies.
2d21b1d6-2cd8-4960-b3fd-12536b633b9a,AInnovation,ainnovation.com,ipo,3/1/18,"Artificial Intelligence,B2B,Information Technology,Machine Learning,Software","Artificial Intelligence,Data and Analytics,Information Technology,Other,Science and Engineering,Software",CHN,Haidian,AInnovation owns and operates a company that offers products and services based on artificial intelligence to different companies.
a882136a-ca5b-44a4-9a54-03d3a37cb690,Airbase,airbase.com,operating,1/1/17,"Finance,Financial Services,FinTech",Financial Services,USA,San Francisco,Airbase is the first all-in-one spend management platform.
2e57ec62-4182-4378-b4da-1272a233b3bb,Airbyte,airbyte.com,operating,1/1/20,"Analytics,Data Integration,Open Source,Productivity Tools,Supply Chain Management,Warehousing","Data and Analytics,Information Technology,Software,Transportation",USA,San Francisco,"Airbyte wants to give the customer infrastructure superpowers to collect and move data seamlessly, whatever the tools customer use."
620ec841-253e-93d2-e415-a5b8067c4e76,Aircall,aircall.io,operating,6/1/14,"Call Center,CRM,SaaS,Telecommunications,VoIP","Administrative Services,Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Sales and Marketing,Software",FRA,Paris,"Aircall is a cloud-based call center software that integrates with CRM, productivity, and helpdesk tools."
d621618e-10f6-8f9c-cb9c-fe5532b28e9f,Aireon,aireon.com,operating,1/1/11,"Air Transportation,Industrial,Information Services,Public Transportation","Information Technology,Manufacturing,Transportation",USA,Mclean,Aireon provides aviation surveillance technology solutions.
bb5d3c50-f018-2c59-8e40-3d0ae3fd013b,Airtable,airtable.com,operating,1/1/13,"Collaboration,Database,Developer Tools,SaaS","Data and Analytics,Other,Software",USA,San Francisco,Airtable is a cloud-based software company that offers an online platform for creating and sharing relational databases.
b3758fbe-21b4-c298-9493-e1a2dcc109d9,AirTrunk,airtrunk.com,acquired,1/1/14,"Communities,Information Technology,Telecommunications","Community and Lifestyle,Hardware,Information Technology",AUS,North Sydney,AirTrunk develops and operates large scale wholesale data centers that lead the Asia Pacific market with proven reliability.
5b570165-258d-9bae-8e4a-d3cf41ada5f5,Airwallex,airwallex.com,operating,12/1/15,"Finance,Financial Services,FinTech,Payments","Financial Services,Payments",AUS,Melbourne,Airwallex is the leading financial technology platform for modern businesses growing beyond borders
d91f71a5-5cbd-49f7-b5e1-694fee7aca8a,Aisera,aisera.com,operating,1/1/17,"Artificial Intelligence,Cloud Data Services,Information Technology,Machine Learning,Sales Automation","Artificial Intelligence,Data and Analytics,Information Technology,Internet Services,Sales and Marketing,Science and Engineering,Software",USA,Palo Alto,"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service."
a354017d-4e0f-ab81-651d-dcf8d37538fc,Aiven,aiven.io,operating,1/1/16,"Cloud Data Services,Cloud Infrastructure,Database,Open Source","Data and Analytics,Hardware,Information Technology,Internet Services,Software",FIN,Helsinki,Aiven is a technology-driven company that enables businesses to manage an open-source data infrastructure in the cloud.
6f6c82df-7a91-45e7-8e8d-bc2427a36614,Ajaib,ajaib.co.id,operating,1/1/19,"Finance,Financial Services,FinTech,Trading Platform","Financial Services,Lending and Investments",IDN,Jakarta,Financial Super App for Indonesia
2926c73b-45cc-2e8e-9f67-ac996689d3a1,Ajax Health,ajaxhealth.com,operating,1/1/17,"Clinical Trials,Health Care,Medical Device",Health Care,USA,Menlo Park,Ajax Health accelerates medical innovation through capital and capabilities.
264c339f-0922-284d-df98-856aff927e28,Akeneo,akeneo.com,operating,9/20/12,"E-Commerce,Information Services,Product Management,Software","Commerce and Shopping,Information Technology,Other,Software",FRA,Nantes,Akeneo is a global leader in Product Experience Management (PXM) solutions.
e4d6ac3c-517b-44cb-912f-2a7c60c3b005,Akoya Biosciences,akoyabio.com,ipo,1/1/15,"Biotechnology,Health Care,Life Science","Biotechnology,Health Care,Science and Engineering",USA,Marlborough,Akoya Biosciences is a spatial biology company offering solutions for high-parameter tissue analysis from biomarker discovery to validation.
c7329ed6-7249-48eb-a5f7-9d8ffc98743c,Aktis Oncology,aktisoncology.com,operating,1/1/21,"Biotechnology,Health Care,Life Science","Biotechnology,Health Care,Science and Engineering",USA,Boston,Aktis Oncology is a biotechnology company discovering and developing a novel class of targeted radiopharmaceuticals.
9067f314-ed34-dec5-4591-6389d50dd615,Alan,alan.com,operating,2/1/16,"Health Care,Health Insurance,Insurance","Financial Services,Health Care",FRA,Paris,Alan is a digital health insurance platform that offers insurance services by focusing on a price-quality ratio health plan.
00e68e6e-a157-3be8-20b7-55e84f5d8719,Alation,alation.com,operating,12/12/12,"Analytics,Artificial Intelligence,Business Intelligence,Data Integration,Machine Learning","Artificial Intelligence,Data and Analytics,Information Technology,Science and Engineering,Software",USA,Redwood City,"Alation offers a machine learning data catalog to help people find, understand, and trust data across their organizations."
7b8c7cfe-b372-d8c0-4341-247734297de1,AlayaCare,alayacare.com,operating,8/1/14,"Health Care,Home Health Care,Hospital,SaaS,Software","Health Care,Software",CAN,Montréal,AlayaCare delivers an end-to-end home health care software platform and hardware ecosystem for patients.
11250a22-d91b-c828-6ccf-30698cde291d,Albert,albert.com,operating,1/1/15,"Apps,Consulting,Finance,Financial Services,FinTech","Apps,Financial Services,Professional Services,Software",USA,Culver City,Albert is a financial technology company aiming to democratize money management by making financial advice accessible and affordable.
f2d525ad-0878-46c5-8e62-70dbb199aeb9,Alchemy,alchemy.com,operating,8/1/17,"Blockchain,Developer APIs,Developer Platform,Productivity Tools","Other,Software",USA,San Francisco,Alchemy is a developer platform that helps companies to build reliable decentralized applications.
9dd3b221-ff3b-bdb8-34da-7774e6510b63,Alector,alector.com,ipo,1/1/13,"Biotechnology,Genetics,Health Care,Therapeutics","Biotechnology,Health Care,Science and Engineering",USA,San Francisco,Alector is combining state-of-the-art antibody technology and recent discoveries in neuroimmunology and human genetics to develop novel.
05f93a1b-1bcf-e92c-6960-e16d73b20347,Aledade,aledade.com,operating,1/1/14,"Health Care,Medical,Productivity Tools,Wellness","Health Care,Software",USA,Bethesda,Aledade is a primary care physician platform that provides everything doctors need to create and run an accountable care organization.
74082411-5e66-41da-1992-7ff821f9e877,Aledia,aledia.com,operating,1/1/11,"Hardware,Lighting,Manufacturing","Hardware,Manufacturing",FRA,Grenoble,Aledia develops and manufactures innovative light-emitting diodes (LEDs) based on a unique 3D architecture.
20727e56-b4c0-4061-89ae-e85df1b5673f,Aleo,aleo.org,operating,1/1/19,"Blockchain,Cyber Security,Information Technology,Software","Information Technology,Other,Privacy and Security,Software",USA,Reno,Aleo develops a private application building platform that enables privacy on blockchains.
3728db50-1965-e3a0-72b8-d78de61cb2d8,Algolia,algolia.com,operating,1/1/12,"Cloud Computing,Search Engine,Semantic Search,Vertical Search","Internet Services,Software",USA,San Francisco,Algolia is the Search-as-a-Service platform that enables companies to deliver fast and relevant digital experiences that drive real results.
1db7ae93-cf43-4d5c-b285-56d694dd8d5d,Alice,alice.com.br,operating,3/11/19,"Health Care,Health Insurance,Medical","Financial Services,Health Care",BRA,São Paulo,Alice is a tech company that makes people healthier through primary care-driven health insurance.
f62548cf-83b8-4790-8808-58130167ab52,Alif Semiconductor,alifsemi.com,operating,1/1/19,"Electronics,Manufacturing,Product Design,Semiconductor","Consumer Electronics,Design,Hardware,Manufacturing,Science and Engineering",USA,Pleasanton,Alif Semiconductor develops processing solutions designed to connect and process systems.
11caea18-79e5-dd99-1f41-e90e60a3a982,Alignment Health,alignmenthealth.com,ipo,1/1/13,"Health Care,Hospital,Medical",Health Care,USA,Orange,Alignment Health focuses on improving the health care of seniors.
a50304f0-84ef-4cb1-8eb1-a5e80fb701eb,Aligos Therapeutics,aligos.com,ipo,4/12/18,Biotechnology,"Biotechnology,Science and Engineering",USA,San Francisco,Aligos Therapeutics is discovering and developing new classes of molecules that interact directly with disease-causing modalities.
a4da019b-2bc6-f3ef-4d81-f851ee6c2925,AliveCor,alivecor.com,operating,1/1/10,"Health Care,Information Technology,Medical Device,Mobile,Software","Health Care,Information Technology,Mobile,Software",USA,Mountain View,"AliveCor is a FDA-cleared mobile heart solution that helps save lives, save money, and brings healthcare into the 21st century."
bc776df0-1119-4e11-94ee-de0a560a476a,Alladapt Immunotherapeutics,alladapt.com,operating,1/1/18,Biotechnology,"Biotechnology,Science and Engineering",USA,Menlo Park,Alladapt Immunotherapeutics is a privately held biopharmaceutical company developing prescription therapeutics targeting food allergy.
cc471aff-e7e7-c9ac-99f6-db772d53e31d,Allbirds,allbirds.com,ipo,1/1/14,"E-Commerce,Fashion,Manufacturing,Shoes","Clothing and Apparel,Commerce and Shopping,Consumer Goods,Design,Manufacturing",USA,San Francisco,Allbirds is an apparel and fashion company that specializes in manufacturing eco-friendly wool shoes.
f636050d-b648-47de-8d67-5da984c462d6,Allica Bank,allica.bank,operating,1/1/17,"Banking,Finance,Financial Services,FinTech","Financial Services,Lending and Investments",GBR,London,Allica Bank is a fintech company that delivers digital banking services for small and medium-sized businesses.
57a88f1c-8b68-2cc2-d2d3-33b1820b618a,AlloVir,allovir.com,ipo,1/1/13,"Biotechnology,Clinical Trials,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",USA,Houston,AlloVir focuses on the development of cell therapies and focuses on restoring natural immunity against the virus-associated diseases.
3467032f-399d-8386-1f06-f6cf7f05e475,Alloy,alloy.com,operating,1/1/15,"Compliance,FinTech,Fraud Detection,Identity Management,SaaS","Financial Services,Information Technology,Payments,Privacy and Security,Professional Services,Software",USA,New York,Alloy is a developer of an identity verification platform used to detect fraud and make identity management effective and simple for banks.
733d057f-f1e3-46cb-8701-3702397d245a,Alma,helloalma.com,operating,1/1/18,"Health Care,Medical,Wellness",Health Care,USA,New York,Alma is a membership-based network for mental health care providers.
f9ae1498-8e14-4578-8f8b-64aa14cf3109,Alma,getalma.eu,operating,1/1/18,"Finance,Financial Services,Mobile Payments,Payments","Financial Services,Mobile,Payments,Software",FRA,Neuilly-sur-seine,Alma is a provider of installment-based payments through a large merchant network.
06a705b6-d80c-49e9-afdf-45da1bb03584,AlphaCredit,alphacredit.com,operating,1/1/10,"Financial Services,FinTech,Lending,Small and Medium Businesses","Financial Services,Other",MEX,Mexico City,AlphaCredit specializes in consumer lending and financial solutions for SMEs.
952a1924-e54d-db73-b979-4badd89df946,AlphaSense,alpha-sense.com,operating,1/1/11,"Analytics,Artificial Intelligence,Machine Learning,SaaS,Search Engine","Artificial Intelligence,Data and Analytics,Internet Services,Science and Engineering,Software",USA,New York,AlphaSense is a market intelligence platform that uses artificial intelligence allowing professionals to make critical decisions.
0aa2b81b-8386-4b21-a27b-e44813803cd3,Alphawave IP,awaveip.com,ipo,1/1/17,Semiconductor,"Hardware,Science and Engineering",CAN,Toronto,"Alphawave IP is a semiconductor IP company focused on providing DSP based, multi-standard connectivity Silicon IP solutions."
4e3c07b0-287c-cae3-06e6-73d08da6660a,Alto Pharmacy,alto.com,operating,6/1/15,"Consumer,Health Care,Medical,Pharmaceutical","Health Care,Other",USA,San Francisco,"Alto is America's leading digital pharmacy—with free hand-delivery, easy-to-reach pharmacists, and automatic savings investigations."
8d356453-796e-4bd0-9d07-9e30d920ae50,Alturus,alturus.com,operating,1/1/18,"Energy,Energy Efficiency","Energy,Sustainability",USA,Boston,Alturus provides capital and structured solutions for energy efficiency.
fb2a5c32-0917-9630-ccb5-fb65046fe3fc,ALX Oncology,alxoncology.com,ipo,1/1/15,"Biopharma,Biotechnology,Health Care,Life Science,Therapeutics","Biotechnology,Health Care,Science and Engineering",USA,San Francisco,ALX Oncology is a preclinical stage biotechnology company developing innovative immuno-oncology therapies for cancer.
ee9aa3fd-ad0e-0f66-5dc9-e2d06e2d3ba2,Amarenco,en.amarencogroup.com,operating,1/1/13,"Energy,Renewable Energy,Solar","Energy,Natural Resources,Sustainability",GBR,London,"Amarenco is a fast growing, independent Solar PV investment company with a founding executive team that has wide and deep experience in"
2ef4bd71-5e1b-45bf-ae25-401cf857562c,Amber Group,ambergroup.io,operating,1/1/17,"Cryptocurrency,Finance,Financial Services,FinTech,Information Technology,Trading Platform","Financial Services,Information Technology,Lending and Investments,Payments,Software",HKG,Hong Kong,"Amber Group is a one-stop crypto finance service provider that provides liquidity provision, trading and asset management services 24/7."
b7ac3291-75e4-5029-9800-48372d721af3,Ambiq Micro,ambiq.com,operating,1/1/10,"Consumer Electronics,Internet of Things,Manufacturing,Semiconductor,Wearables","Consumer Electronics,Hardware,Internet Services,Manufacturing,Science and Engineering",USA,Austin,Ambiq Micro is a semiconductor manufacturing company that develops mixed-signal solutions for wireless electronics.
173778d0-0540-7aae-ff54-d157528c33c9,Ambri,ambri.com,operating,1/1/10,"Energy,Energy Storage,Manufacturing,Oil and Gas,Renewable Energy,Solar","Energy,Manufacturing,Natural Resources,Sustainability",USA,Marlborough,Ambri is an early-stage company focused on developing a transformative technology.
f9273234-3272-4ce3-a118-307e6085381f,Ambys Medicines,ambys.com,operating,1/1/18,"Biotechnology,Medical,Therapeutics","Biotechnology,Health Care,Science and Engineering",USA,South San Francisco,Ambys Medicines is a biotechnology company focused on discovering and developing regenerative and restorative therapies.
